question_concept_id,question_text,question_type,secondary_source_concept_id,source_question_concept_id
512754567,Mailing address line 3,,569151507,
512820379,Autogenerated flag - Recruitment type,,883203566,
513065503,Did you have sleep problems that made you irritable (easily annoyed)?,,745268907,421859821
513329248,Enter the screening facility or hospital address – State / Region,,242103797,
513925041,Address 6- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,716117817,665978055
514996698,WEIGHTHIS percent difference flag between 15 years old and 25 years old 5 percent decrease in weight,,726699695,901432525
515023660,"Month- During that time, did you ever consume marijuana in food or drinks every day?",,965707586,
515135035,Season Address 7-Please provide the cross streets of the intersection closest to this address:,,716117817,851731394
515150210,Post Pan Employer City -  Follow-Up,,716117817,986316055
515434780,"Vaginal ring (Femring), vaginal cream (Estrace), or vaginal tablet (Vagifem) estrogen-only medication",,745268907,668834883
515798638,iPad (Apple),Optional Select All that Apply,506648060,731524314
516899143,Trouble paying attention - How long experienced COV24A,Grid with Multiple Choice Sub-Questions,299215535,749956170
516936572,7-Previous State/Province,,716117817,539057792
517101990,I am concerned about my privacy,Question text also shows up for HdRef_Privacy_v1r0,883203566,706283025
517311251,Autogenerated date/time stamp for Completion of Module Background and Overall Health.,,726699695,
517670352,"At what age did your father die?, Number",Text Box Plus Check Box,726699695,628078826
517801904,Age first used e-cigarettes or other vaping devices on a regular basis number,,965707586,550244580
518387017,"What were your main tasks and activities in your longest-held job? Please be descriptive. For example, constructed residential homes, drove patients from home to medical visits, provided assistance to elementary school students with special needs. WORK7B",Text only Response,726699695,
518416174,Brain,Optional Select All that Apply,726699695,814510313
518602598,Periods of racing heart rate - How long experienced COV20A,Grid with Multiple Choice Sub-Questions,299215535,114280729
518916981,Are you pregnant now?,Optional Multiple Choice,299215535,
520264332,Employer Full Street name #2,,716117817,845811202
520301146,"Local news, television, or radio station",,214456996,142654897
520416570,"In the last month, how often did you use chlorhexidine mouthwash (such as PeridexTM, PerioGard®, or Paroex®)?",Optional Multiple Choice,299215535,
520432394,Surgery for a breast abscess (such as incision and draining),Optional Select All that Apply,726699695,517307064
520630754,8-Seasonal Full Street name #1,,716117817,172669345
520755310,"NSAIDs [such as aspirin, Advil® (Ibuprofen), Aleve® (Naproxen)]",Grid with Multiple Choice Sub-Questions,299215535,487532606
521025370,Time Stamp for when study ID is submitted by the site,,883203566,
521073718,Do you vape cannabis now?,,965707586,
521824358,Mailing address line 1,,569151507,
521925072,"6-Seasonal Apartment, suite, unit, building, etc.",,716117817,383535171
522008539,What is your sex? Biospecimen,Optional Multiple Choice,299215535,
522094118,Orphan Bag/Container Scan,,948781977,
522949496,"During the season[s] in the past 12 months that you did other exercise, about how often did you do this activity?",,745268907,
523552092,Please choose the reason that fits best to describe why you have not completed the sample survey:,Optional Multiple Choice with Text Box (text in text box),506648060,943119849
523660949,Mouthwash for dry mouth (such as biotene®),Optional Select All that Apply,299215535,406270109
523768810,I am worried about receiving results from the study,,861315814,
524096053,Feeling lightheaded or dizzy - Since your diagnosis,Grid with Multiple Choice Sub-Questions,299215535,751358419
524258008,Nausea (being sick to your stomach),"Optional Select All that Apply, Loops",299215535,705336878
524305502,Seasonal Address 3- About how deep [is/was] your private well?,,716117817,
524352591,Who requested data destruction,,635994596,524352591
524461170,How do you prefer that we reach you?,,332759827,
524914900,How many cannabis products with tobacco have you smoked in your  life?,,965707586,
524918714,"Have you ever had a low dose CT of the lungs to check for lung cancer or other conditions? This is a CAT scan of the lungs. Your body would have passed through a large, tunnel shaped x-ray machine. This is not the same as a chest X-ray, where you would be standing during the exam.",Multiple Choice,369168474,
524971659,Do you remember having freckles before you were 15 years old?,,965707586,
525152373,"In your life, how many blistering sunburns (blisters filled with fluid) have you ever had?",,965707586,
525277409,Refused All future Connect Experience surveys,,861315814,685002411
525375987,A glass of iced tea,,716117817,831438612
525778327,7-Seasonal Country,,716117817,133566757
525947037,I was worried about what a doctor might find.,,110511396,566579639
525972260,Was the Connect participant diagnosed with cancer?,,195399696,
526006101,I had a problem with my sleep,Nested,601305072,336566965
526448646,"On the days that you took insulin, what concentration did you take: [text box]",,745268907,850202336
526455436,Baseline blood is refused and baseline urine is refused,,664882224,
526462982,7-Seasonal Country - Follow-up,,716117817,293954660
526578016,"Seasonal Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,149476435
526672486,Community snapshot,Select all that apply,312845734,
526973271,"In the last month, how often did you use peroxide mouthwash (such as Colgate® Peroxyl® Mouth Sore Rinse)",Optional Multiple Choice,299215535,
527292883,Date/Time Cervical Cancer Diagnosis Submitted,,242103797,
527558834,Address 7- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,716117817,386487941
527823810,Henry Ford Health System Reported Ethnicity,,883203566,
527872064,Loss of taste or smell - How long experienced COV24A,Grid with Multiple Choice Sub-Questions,299215535,749956170
528508094,Breast screening - MRI,,242103797,130601750
529358901,When did you last have an oral biopsy?,Multiple Choice,369168474,
529369529,100% Fruit juice (1 cup),Nested,515124081,916948380
530063091,Alaska Native,Optional Select All that Apply,726699695,362270886
530173840,Blood Order Placed,,173836415,266600170
531274737,"Hysteroscopy. A healthcare provider inserted a thin, flexible tube through your vagina to look inside your uterus and check for cancer or other problems. It is likely that you were awake and may have had numbing medicine, but were able to drive yourself home. Your provider could also have given you a sedative to relax you, in which case someone else needed to drive you home.",Select All That Apply,369168474,356470898
531654334,Why [do/did] vape cannabis? Other: Please describe text box,,965707586,268240612
531671855,A cup of hot tea,,716117817,831438612
531811052,Narcolepsy,,745268907,479628567
531858099,Supply Kit USPS/FedEx Tracking Number for outbound mouthwash supply kit,,377669767,
532172400,Liver,Optional Select All that Apply,726699695,814510313
532603425,Removal of one or both testicles (orchiectomy or orchidectomy),"Optional Select All that Apply, Displayif in One or More Responses",726699695,624179836
532607252,Milophene,,745268907,881200765
532755074,When was the last time you dabbed THC concentrates?,,965707586,
532944666,"7 - Previous Review 8 - Within the past 20 years (that is, since [insert number calculated from CURRENT YEAR - 20]), have you lived anywhere else for at least two years ?",,716117817,
533003859,"[OTHER FROM CURSCHT9 or CURSCHT1]- Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",,716117817,219317801
533281093,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,957717014
533491176,Breast surgery,"Optional Select All that Apply, Displayif in One or More Responses",726699695,624179836
533527231,Swedish,,726699695,797626610
533776046,Ethiopian,Optional Select All that Apply,726699695,976808005
534041351,Clinical DB Blood RRL Received,,173836415,266600170
534351312,"On a usual day that you [smoke/smoked], how often [do/did] you smoke a cigarette before your first meal of the day?",,965707586,
534669573,Autogenerated date/time stamp for Start of blood/urine survey,,826163434,
534920374,How old were you when you had your last menstrual period?,,745268907,
535003378,None of the above,"Optional Select All that Apply, Displayif in One or More Responses",726699695,167101091
535386940,Address 11- About how deep [is/was] your private well?,,716117817,
535621923,Were you adopted or a foster child?,Optional Multiple Choice,726699695,
535928798,I am not able to complete the study activities online,Question text also for HdRef_Online_v1r0,883203566,706283025
536166591,"Age last used - During the time you last dabbed THC concentrates, did you dab every day?",,965707586,
536216847,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 18] to age [Y / 24], what is the total amount of time you used them per day?",,965707586,
536516743,1-Previous City,,716117817,574985342
536710547,Provide Deviation Details,,299553921,
536728814,Bag/Container/Thing 11,,948781977,
536735468,"Baseline Survey Status- Module Medications, Reproductive Health, Exercise, and Sleep",,745268907,
537153788,Has a doctor or other health professional ever told you that you have or had non-melanoma skin cancer?,Optional Multiple Choice,726699695,
537807075,"When you were a daily user of chewing tobacco, snus, snuff, or dip, what is the total amount of time you used them per day?",,965707586,
538349354,"In total, how many months or cycles did you take Serophene?",,745268907,
538553381,Sanford Health Reported Ethnicity,,883203566,
538619788,Reason not given- Refusal,,861315814,
539648641,Hookah or water pipe,,965707586,947205597
539812906,Is this treatment facility located outside the United States?,,242103797,
539909957,"Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,539909957
540340377,5-Seasonal Country - Follow-up,,716117817,194944818
541085383,Incorrect Material Type Returned - Home Collections,,377669767,633640710
541311218,Clinical DB urine RRL Date/Time received,,173836415,266600170
541338917,How many times have you had a sigmoidoscopy?,Multiple Choice,369168474,
541565665,"Seasonal Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,541565665
541836531,"Autogenerated date/time stamp for Start of Module Medications, Reproductive Health, Exercise, and Sleep",,745268907,
542086156,"Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,542086156
542108835,"Any other type of combined estrogen plus progestin prescription hormones (such as the patch (Climara-Pro), other pills, or creams): Please describe [text box]",,745268907,263785082
542492755,I am satisfied with my ability to perform my daily routines,Nested,601305072,261177801
542763783,2-Seasonal Full Street name #1,,716117817,509526051
542983589,DHQ3 at 6 months - flag for HEI Report viewed internal (from MyConnect PWA)- Unread/Viewed/Declined,,497020618,
543037789,Ingredients in hair products?,Nested,312845734,863590289
543135391,Current Full Street name #2,,716117817,804504024
543379310,Autogenerated date/time stamp for completion of 2026 ROI Preference survey,,312845734,
543608829,Polyaccession ID- Blood,,173836415,266600170
543804307,"Walking - Thinking about the one-way trip from [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,532260562
544150384,Birth Year,,332759827,
544197293,Tagalog,Optional Select All that Apply,726699695,588212264
544356746,"On days that you smoked a hookah or water pipe  when you were age [X / 70] and older, what is the total amount of time you smoked per day?",,965707586,
544692849,2-Previous State/Province,,716117817,828086036
545319575,Package Crushed - Home Collections,,377669767,633640710
545628561,Gallstones (Biliary Stones),Optional Select All that Apply,726699695,180961306
546570171,"Bus or streetcar/trolley, light rail/trolley- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,440093675
546976551,What is the primary site of your cancer diagnosis - Other: please describe,Multiple Choice with Text box (text in text box),242103797,176158861
547363263,Mouthwash survey completion,,390351864,
547567441,I have had part of my body screened for skin cancer,Select All That Apply,369168474,124071431
547895941,Eligibility Variable - Cancer Status,,218595434,
548773158,8-Previous City - Follow-up,,716117817,964853797
548863580,"8 - Previous Review 9 - Within the past 20 years (that is, since [insert number calculated from CURRENT YEAR - 20]), have you lived anywhere else for at least two years ?",,716117817,
549079588,Beer or hard cider,,965707586,447720598
549400618,"Age last used- During that time, how many days (1 to 30) did you use chewing tobacco, snus, snuff, or dip  in a usual month?",,965707586,
549687190,Family or friend,,214456996,142654897
550020510,Bag/Container/Thing 8,,948781977,
550044118,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,505863509
550088682,Deviation-Improper temperature - too low/frozen (record time and temperature Deviation in the comments),,299553921,248868659
550646850,"Commuter rail, subway, metro- Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",,716117817,219317801
550850568,"On days that you smoked when you were age [X / 50] to age [Y / 59 / current age], about how many pipe fills of tobacco did you smoke per day?",,965707586,
551301510,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X / 70] and older, what is the total amount of time you used them per day?",,965707586,
551489317,"No, I haven't lost any teeth",Optional Select All That Apply,299215535,899251483
552399966,Have you ever had a visual skin examination to check for skin cancer by a healthcare professional? You may have removed your clothing and worn a gown as a healthcare provider examined your skin to look for abnormal spots that could be cancerous.,Multiple Choice,369168474,
552410034,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,786253125
552433369,Date Geocode data was updated,,218382402,
553034408,When did you first have a full body MRI?,Multiple Choice,369168474,
553357862,1-Previous Full Street name #1,,716117817,398762737
553424289,Hindi,Optional Select All that Apply,726699695,588212264
554901696,4-Previous Zip code,,716117817,274189667
554920493,PC (Windows),Optional Select All that Apply,506648060,403175318
555019890,Treatment type - Radiation,Select All That Apply,242103797,388069854
555481393,Orientation - Do you think of yourself as:,Optional Multiple Choice with Text Box (text in text box),726699695,555481393
555555502,Acetaminophen (such as Tylenol),,745268907,399982309
555595404,Post Pan Employer Full street name #2,,716117817,116032363
555611076,Autogenerated date/time when box last modified (bag added or removed),,948781977,
555767576,3-Previous Full Street name #2,,716117817,746604821
556235252,How many years ago did you last take Insulin?,,745268907,
556576930,1-Seasonal City,,716117817,376408004
556788178,Autogenerated date/time when collection entry finalized,,497328760,
556963634,How old were you when you stopped smoking cannabis every day?,,965707586,
557461333,Verification Variable - Last Name,,218595434,
557526470,What other type of prescription hormones did you take?,,745268907,
557852952,5-Seasonal State/Province,,716117817,320166033
558435199,HIPAA Authorization,,273437590,
558504672,Toothache,,745268907,643807999
558707243,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X / 40] to age [Y / 49 / current age], what is the total amount of time you used them per day?",,965707586,
558917383,"Number of Follow-Up Eligibile Participants, i.e. Verified - Withdrawn",,581036703,
559388168,How many days have you smoked a tobacco pipe in your  life?,,965707586,
559488982,Does your usual one-way trip to [insert address from CURSCH1 - CURSCH3/this address] from your home involve travel on a local or neighborhood roadway? These usually have only one lane in each direction. An example is pictured.,,716117817,
559534463,Verification Variable - Zip code,,218595434,
559540891,Are you able to do chores such as vacuuming or yard work?,Nested,601305072,284353934
560107274,How many times have you had a breast MRI?,Multiple Choice,369168474,
560293868,How old were you when you stopped smoking cigarettes every day?,,965707586,
560711355,"In total, how many months or cycles did you take Lupron depot?",,745268907,
560845692,Are you currently using patch estrogen-only medication?,,745268907,
560853245,Post Pan Name of employer/company,,716117817,263959391
560975149,"Location ID, site specific",,727286893,
561005927,Deviation- Centrifuge - Improper speed/force setting used (too low),,299553921,248868659
561491411,Seasonal Address 10- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,716117817,274780951
561635035,2-Seasonal Full Street name,,716117817,279093430
561681068,Autogenerated date/time stamp for research collection of blood sample,,173836415,266600170
562190570,Address 9- What year did you move into [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]?,,716117817,
562313563,"Seasonal Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,716117817,296694684
562595294,"When you were vaping cannabis daily, what is the total amount of time you vaped per day?",,965707586,
562804752,Quest Version for Cancer Screening History,,369168474,
563435337,Bag/Container/Thing 21,,948781977,
563539159,Did you breastfeed in the last 3 months?,Optional Multiple Choice,299215535,
563663099,How many days per cycle did you use this oral progestin-only hormone?,,745268907,
563832508,3-Previous Full Street name,,716117817,680046149
563857306,Portuguese,Optional Select All that Apply,726699695,588212264
564185028,How old were you when you first used patch estrogen-only medication?,,745268907,
564374538,About how many years ago did you take baby or low-dose aspirin (81 mg or less)?,,745268907,
564438246,"Do you smoke cigars, cigarillos, or little filtered cigars now?",,965707586,
564557026,"To get home from work, did you usually use the same type(s) of transportation as you did to get to [insert address from PREWORK1 - PREWORK3/this address] from your home?",,716117817,
564964481,Birth Month,,332759827,
565515774,4-Previous Full Street name,,716117817,274189667
565540989,Geocoded - City,,218382402,
566047367,I have other privacy concerns,Question text also for HdRef_PrivacyJ_v1r0,883203566,706283025
566565527,Avaiable Survey Count,,206639461,
567284980,Ulcerative Colitis,Optional Select All that Apply,726699695,180961306
567365088,Finasteride,"Optional Select All that Apply, Displayif in One or More Responses",726699695,814664694
568113091,"How old were you when you stopped using chewing tobacco, snus, snuff, or dip  every day?",,965707586,
568581510,Does your usual one-way trip from [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] to your home involve travel on a major city or town roadway? These usually have two or more lanes and stoplights. An example is pictured.,,716117817,
569151507,User Profile History,,332759827,
569358384,When did you last have a breast MRI?,Multiple Choice,369168474,
569375463,What year did you start commuting to [insert address from PREWORK1 - PREWORK3/this address]?,,716117817,
569993305,"Walking- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,440093675
570171052,Cause of infertility was not looked into,,745268907,548355426
570187182,Have you ever taken any other type of prescription hormones?,,745268907,
570311888,5-Seasonal City,,716117817,320166033
570452130,Eligibility Variable - Site,,218595434,
570556451,"Bus or streetcar/trolley, light rail/trolley, light rail - Thinking about the one-way trip from [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,532260562
571361258,"On the days that you did Yoga, Pilates, or Tai Chi, about how much time per day did you spend doing this activity?",,745268907,
571633051,Pakistani,Optional Select All that Apply,726699695,525535977
571926996,4-Seasonal City - Follow-up,,716117817,558981691
572209771,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,679430807
572260608,Health or medical reasons,,965707586,789159346
572643998,Other: Please describe commute from past work,,716117817,251048648
572976454,"No, I use a device provided by my healthcare provider at a Connect visit",Optional Select All that Apply,506648060,210120853
573998459,10-Previous Full Street name #1,,716117817,440597740
575237218,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were between 18 and 24 years of age",,965707586,738219521
575646308,When was the last time you took naproxen?,,745268907,
575883949,Bicycle commute to work,,716117817,635467479
576083042,I think the payment or benefit to participant is not great enough,,861315814,
576149634,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",,716117817,219317801
576358766,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were between 40 to 49 years of age",,965707586,738219521
576417612,"In 2019 (before the COVID-19 Pandemic), did you work at the job you currently have now?",,716117817,
576621769,Watching television,,745268907,981441822
576646485,None of these Middle Eastern or North African categories fully describe me. Please describe [text box],Optional Select All that Apply,726699695,351657815
576852249,Throat/Uvula surgery,,745268907,629010195
576956950,"1-Seasonal Review 1- In the past 20 years, (that is, since [insert number calculated from CURRENT YEAR - 20]), have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.?",,716117817,
577794331,HIPAA Revocation Categorical,,635994596,
577887061,Mammogram. An x-ray of the breast. Involves standing in front of mammography machine that compresses your breasts between 2 plates.,Select All That Apply,369168474,961267001
578402172,Tongue Cleaner or Scraper,Optional Select All that Apply,299215535,479143504
578416151,Uterus (Womb),Required Select All that Apply,726699695,750420077
578616917,Egyptian,Optional Select All that Apply,726699695,351657815
579409935,Trouble sleeping,"Optional Select All that Apply, Loops",299215535,705336878
579509543,Date/Time Bladder Cancer Diagnosis Submitted,,242103797,
579563781,"Sibling 1-Thinking of [SIBLING INITIALS OR NICKNAME/your next oldest sibling], what sex is this sibling?",Optional Multiple Choice,726699695,
579618065,I am worried my information will not be secure or there will be a data breach,,883203566,706283025
579902103,I would be worried about what tests they might want to do.,,110511396,396637804
579931685,Address 7-Please provide the cross streets of the intersection closest to this address:,,716117817,581231591
580185896,3-Seasonal Full Street name #1,,716117817,370121390
580265128,Seasonal Address 2- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,716117817,170035952
580367946,What time do you usually wake up on [workdays/most days]? Select your answer using the drop-down options below.,,745268907,
580409149,Fishing,Optional Select All that Apply,726699695,700374192
580629349,Feeling generally more tired than you used to feel - Since beginning of 2020,Grid with Multiple Choice Sub-Questions,299215535,813989715
581174597,When were you last screened for anal cancer?,Multiple Choice,369168474,
581991828,"Car, van, or truck (includes carpools or van pools) commute from current work",,716117817,404697804
582784267,Penis (Phallus),Required Select All that Apply,726699695,750420077
582985641,"Standard error of t-score for physical function, PROMIS-29",,601305072,
583012139,How old were you when you first used the other hormonal medications or devices?,,745268907,
583111732,Are you currently using the other combined estrogen plus progestin prescription hormone?,,745268907,
583216333,"Car, van, or truck (includes as a passenger and in carpools or van pools)- Thinking about the one-way trip from your home to [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,733638576
583500714,Employer City - Follow-Up,,716117817,263588196
583826374,American Indian or Alaska Native,Optional Select All that Apply,726699695,384191091
584350267,Previous Employer Full Street name #1,,716117817,733317111
584375130,When did you first have a low dose CT of the lungs?,Multiple Choice,369168474,
584608368,"On days that you smoked a hookah or water pipe  when you were age [X / 30] to age [Y / 39 / current age], what is the total amount of time you smoked per day?",,965707586,
585153023,7-Seasonal State/Province,,716117817,133566757
585360350,"2-Previous Apartment, suite, unit, building, etc.",,716117817,828086036
585473282,10-Previous State/Province - Follow-up,,716117817,878688378
585702271,"Age last used - During the time you last smoked a hookah or water pipe, did you smoke every day?",,965707586,
586132480,Have you completed the first survey for Connect?,Optional Multiple Choice,506648060,
586306068,"On days that you vaped cannabis when you were age [X / 70] and older, what is the total amount of time you vaped per day?",,965707586,
586825330,Hawaiian or other Pacific Islander,Optional Select All that Apply,726699695,384191091
587434250,"Bicycle- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,440093675
587755868,What can our team do to make your experience as a Connect participant better? [text box],Text Box Plus Check Box,506648060,228922812
587765197,8-Seasonal Country - Follow-up,,716117817,268612977
588555669,"No, I used a public device (like a computer at a library)",Optional Select All that Apply,506648060,649713579
588637585,"Caring for pets (walking dogs, feeding, playing, grooming) time per day",,745268907,128705365
588699608,2-Previous City,,716117817,828086036
588828383,How many times have you had an upper endoscopy?,Multiple Choice,369168474,
588865165,notification_time: Autogenerated time notification was sent to recipient,,487649453,
589004291,How long did you experience [piped response from SrvBlU_COV23B8Desc_v1r0/ these other symptoms]?,"Optional Multiple Choice, Displayif and Piped text",299215535,
589522790,"Walking and carrying materials weighing less than 50 pounds (for example, delivering mail, waiting tables, light construction, janitorial work, etc.)",,745268907,392658845
589588440,Serum Separator Tube 5,,360770860,
589588769,Sibling 1- Is [SIBLING INITIALS OR NICKNAME/your sibling] a . . .,Optional Multiple Choice,726699695,
589689090,9-Seasonal Country - Follow-up,,716117817,216096388
589826157,Season Address 8-Please provide the cross streets of the intersection closest to this address:,,716117817,172669345
589885595,On how many of the past 30 days have you vaped cannabis?,,965707586,
590067228,Which of these best describes the type of ovary removal surgery that you had? - CSH,,369168474,
590222838,Address 1- What year did you move into [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]?,,716117817,
590329439,How old were you when you first used oral progestin-only medication?,,745268907,
590361055,Not able to return to your usual activities - How long experienced COV20A,Grid with Multiple Choice Sub-Questions,299215535,114280729
591438156,"Month- During that time, how many days (1 to 30) did you use e-cigarettes or other vaping devices for nicotine or tobacco in a usual month?",,965707586,
591687168,Enter the screening facility or hospital address – City,,242103797,
591723682,"During a usual week, is your sleep schedule determined by your job, school, or other activities?",,745268907,
591826144,Are you still experiencing [piped response from SrvBlU_COV19C6Desc_v1r0/ these other symptoms],Optional Multiple Choice,299215535,
592099155,Blood Collection Setting,,173836415,266600170
592227431,Suffix- Data Destruction,"Same question text as RcrtCS_Suffix_v1r0, RcrtUP_Suffix_v1r0 and HdWd_Suffix_v1r0",635994596,
592289305,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,825109070
592592455,Retail or wholesale sales,Optional Select All that Apply,726699695,700374192
592957464,"Month- During that time, how many days (1 to 30) did you use electronic marijuana delivery devices that can be vaped in a usual month?",,965707586,
593010802,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from your home to [insert address from CURWORK1 - CURWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,440093675
593146348,"2 - Previous Review 3 - Within the past 20 years (that is, since [insert number calculated from CURRENT YEAR - 20]), have you lived anywhere else for at least two years ?",,716117817,
593467240,"Please provide the first day that your next menstrual period started. This information helps researchers figure out where your body was in the menstrual cycle on the day you donated samples. If you do not remember the exact day, please make your best guess.  If you are using a phone or tablet, please tap the gray box to enter your response.",Special Functions,232438133,
593777242,"Red meat, such as beef, pork or lamb, including mixed dishes (1 patty, 1 serving)",Nested,515124081,916948380
593843561,Object Collected,,299553921,
594280517,How many months ago did you last smoke cannabis?,,965707586,
594558885,Year Started Current Work Post Pan,,716117817,870675371
594608533,"On days that you smoked when you were age [X] to age [Y / 17], about how many cigarettes did you smoke per day?",,965707586,
595443350,Age first used e-cigarettes or other vaping devices on a regular basis,,965707586,550244580
595987358,Cold Packs - Warm,,775188224,238268405
596004621,"On days that you vaped cannabis when you were age [X / 50] to age [Y / 59 / current age], what is the total amount of time you vaped per day?",,965707586,
596122041,Esophageal,Optional Select All that Apply,726699695,814510313
596301593,Year Started Current Work,,716117817,380579855
596510649,I am worried my information is not secure or there will be a data breach,,861315814,
596751155,10-Seasonal State/Province,,716117817,778711683
596792238,A service provider,Optional Select All that Apply,726699695,700374192
598001940,I am satisfied with my ability to do things for fun with others,Nested,601305072,261177801
598118050,Flag for if Physical address is an unvalidated address,,332759827,
598478268,"Seasonal Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,598478268
598680838,Autogenerated date/time when partial Social Security Number submitted,,166676176,
598954337,"When you were a daily smoker, how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,965707586,
599607007,3-Seasonal Full Street name #2,,716117817,370121390
599753334,8-Seasonal City - Follow-up,,716117817,268612977
599770535,Post Pan Employer Zip code,,716117817,263959391
599862694,Feeling lightheaded or dizzy - How long experienced COV24A,Grid with Multiple Choice Sub-Questions,299215535,749956170
600319581,4-Previous Country - Follow-up,,716117817,212343294
600462977,Height inches,Multiple Text Boxes,726699695,114314839
600508416,Season Address 5-Please provide the following information:,,716117817,194944818
600958089,DHQ3 at 6 months - Autogenerated date/time stamp for HEI report first viewed on MyConnect PWA,,497020618,
601057066,Around the hips or thighs,Optional Select All that Apply,726699695,936904328
602102163,"During the year(s) you were drinking, when you were age 70 and older, about how often did you drink alcohol?",,965707586,633553324
602773386,Date/Time Stomach Cancer Diagnosis Submitted,,242103797,
603167806,Colon/Rectal screening - Virtual Colonoscopy Using a CT Scan,,242103797,130601750
603178492,Season Address 10-Please provide the following information:,,716117817,757983656
603181162,Ovarian,Optional Select All that Apply,726699695,814510313
